LABORATÓRIO	REGISTRO	EAN 1	PRODUTO	APRESENTAÇÃO
GLAXOSMITHKLINE BRASIL LTDA	1010702380051	7896015518493	WELLBUTRIN	300 MG COM REV LIB PROL CT FR PLAS OPC X 7 
GLAXOSMITHKLINE BRASIL LTDA	1010702380061	7896015516604	WELLBUTRIN	300 MG COM REV LIB PROL CT FR PLAS OPC X 30
EMS S/A	1023510390042	7896004732626	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 30
EMS S/A	1023510390050	7896004732633	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 60
EMS S/A	1023512310100	7896004794068	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805020016	7896676434408	BUENE	150 MG COM REV LIB PROL CT BL AL/AL X 12
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805020024	7896676434415	BUENE	150 MG COM REV LIB PROL CT BL AL/AL X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805020032	7896676434422	BUENE	150 MG COM REV LIB PROL CT BL AL/AL X 60
SUPERA FARMA LABORATÓRIOS S.A	1037203050015	7899420507465	ALPES XL	150 MG COM REV LIB PROL CT BL AL AL X 7
SUPERA FARMA LABORATÓRIOS S.A	1037203050023	7899420507472	ALPES XL	150 MG COM REV LIB PROL CT BL AL AL X 30
SUPERA FARMA LABORATÓRIOS S.A	1037203050082	7899420507502	ALPES XL	300 MG COM REV LIB PROL CT BL AL AL X 7
SUPERA FARMA LABORATÓRIOS S.A	1037203050090	7899420507519	ALPES XL	300 MG COM REV LIB PROL CT BL AL AL X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714130018	7896006219552	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT STRIP AL/PLAS X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714130026	7896006219569	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT STRIP AL/PLAS X 60
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714900034	7896006201342	SETH	150 MG COM REV LIB PROL CT BL AL AL X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714900042	7896006201335	SETH	150 MG COM REV LIB PROL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058309380011	7896004764221	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309380021	7896004764238	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 12
GERMED FARMACEUTICA LTDA	1058309380038	7896004764245	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 15
GERMED FARMACEUTICA LTDA	1058309380046	7896004732640	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058309380054	7896004732657	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058309860013	7896004776811	EUTYMIA XL	150 MG COM REV LIB PROL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309860021	7896004776828	EUTYMIA XL	150 MG COM REV LIB PROL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058309860031	7896004776835	EUTYMIA XL	150 MG COM REV LIB PROL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058309860048	7896004776842	EUTYMIA XL	150 MG COM REV LIB PROL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058309860056	7896004776859	EUTYMIA XL	150 MG COM REV LIB PROL CT BL AL AL X 90
GERMED FARMACEUTICA LTDA	1058309860080	7896004776866	EUTYMIA XL	300 MG COM REV LIB PROL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058309860099	7896004776873	EUTYMIA XL	300 MG COM REV LIB PROL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058309860102	7896004776880	EUTYMIA XL	300 MG COM REV LIB PROL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058309860110	7896004776897	EUTYMIA XL	300 MG COM REV LIB PROL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058309860129	7896004776903	EUTYMIA XL	300 MG COM REV LIB PROL CT BL AL AL X 90
GERMED FARMACEUTICA LTDA	1058310270011	7896004789378	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058310270021	7896004789224	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058310270038	7896004789385	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058310270046	7896004789392	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058310270054	7896004789231	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 90
GERMED FARMACEUTICA LTDA	1058310270089	7896004789255	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 10
GERMED FARMACEUTICA LTDA	1058310270097	7896004789262	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 20
GERMED FARMACEUTICA LTDA	1058310270100	7896004789323	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 30
GERMED FARMACEUTICA LTDA	1058310270119	7896004789279	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 60
GERMED FARMACEUTICA LTDA	1058310270127	7896004789286	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 90
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902490107	7895296450065	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902800041	7895296213042	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902800051	7895296213059	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 60
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181903050021	7898103650962	DERADOP XL	150 MG COM REV LIB PROL CT BL AL AL X 20
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181903050038	7896472521869	DERADOP XL	150 MG COM REV LIB PROL CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181903050097	7898103650979	DERADOP XL	300 MG COM REV LIB PROL CT BL AL AL X 20
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181903050100	7896472521852	DERADOP XL	300 MG COM REV LIB PROL CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181903170041	7895296099042	NORADOP	150 MG COM REV LIB PROL CT BL AL AL X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181903170051	7895296099059	NORADOP	150 MG COM REV LIB PROL CT BL AL AL X 60
RANBAXY FARMACÊUTICA LTDA	1235202890032	7897076923431	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 30
RANBAXY FARMACÊUTICA LTDA	1235202890067	7897076923448	CLORIDRATO DE BUPROPIONA	300 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 30
PRATI DONADUZZI & CIA LTDA	1256802980027	7899547510768	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256802980035	7899547510775	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 60
EMS SIGMA PHARMA LTDA	1356907250017	7894916513159	BUPIUM XL	150 MG COM REV LIB PROL CT BL AL AL X 10
EMS SIGMA PHARMA LTDA	1356907250033	7894916513166	BUPIUM XL	150 MG COM REV LIB PROL CT BL AL AL X 30
EMS SIGMA PHARMA LTDA	1356907250041	7894916513173	BUPIUM XL	150 MG COM REV LIB PROL CT BL AL AL X 60
EMS SIGMA PHARMA LTDA	1356907250084	7894916513203	BUPIUM XL	300 MG COM REV LIB PROL CT BL AL AL X 10
EMS SIGMA PHARMA LTDA	1356907250106	7894916513180	BUPIUM XL	300 MG COM REV LIB PROL CT BL AL AL X 30
EMS SIGMA PHARMA LTDA	1356907250114	7894916513197	BUPIUM XL	300 MG COM REV LIB PROL CT BL AL AL X 60
EMS SIGMA PHARMA LTDA	1356907300049	7894916507981	BUPIUM	150 MG COM REV LIB PROL CT BL AL AL X 30
EMS SIGMA PHARMA LTDA	1356907300057	7894916507998	BUPIUM	150 MG COM REV LIB PROL CT BL AL AL X 60
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677305850042	7894916146678	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 30
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677305850050	7894916146685	CLORIDRATO DE BUPROPIONA	150 MG COM REV LIB PROL CT BL AL AL X 60
MERCK S/A	1008904150012	7891721201691	CONTRAVE	(90 + 8) MG COM REV LIB PROL CT FR PLAS PEAD OPC X 120
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA	1039202260012	7898049798681	CLORIDRATO DE CICLOBENZAPRINA	5 MG COM REV CT BL AL PLAS PVC TRANS X 15
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA	1039202260020	7898049798261	CLORIDRATO DE CICLOBENZAPRINA	5 MG COM REV CT BL AL PLAS PVC TRANS X 30
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA	1039202260098	7898049798711	CLORIDRATO DE CICLOBENZAPRINA	10 MG COM REV CT BL AL PLAS PVC TRANS X 15
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA	1039202260101	7898049798285	CLORIDRATO DE CICLOBENZAPRINA	10 MG COM REV CT BL AL PLAS PVC TRANS X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804900012	7896676433180	CICLOLATO	10 MG/ML SOL OFT CT FR GOT PLAS TRANS X 5 ML
EUROFARMA LABORATORIOS S.A.	1004311850020	7891317191733	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004702730120	7897595601827	CIPROBIOT	500 MG COM REV CT BL AL PLAS PVC TRANS X 14
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004703510086	7897595602398	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 6
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004703510108	7897595604248	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 10
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004703510116	7897595602404	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
NOVARTIS BIOCIENCIAS S.A	1006811550103	7897595636195	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804890017	7896676433142	MAXIFLOX	3,5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804890025	7896676434309	MAXIFLOX	3,5 MG/G POM OFT CT BG AL X 3,5 G
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057305160019	7896658033650	URCIP	500 MG COM REV CT BL AL PLAS TRANS X 6 
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057305160027	7896658033643	URCIP	500 MG COM REV CT BL AL PLAS TRANS X 14
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306630019	7896181911890	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 6 
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306630027	7896181911975	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
GERMED FARMACEUTICA LTDA	1058309100019	7896004713861	CLORIDRATO DE CIPROFLOXACINO	3,5 MG/ML SOL OFT CT FR GOT PLAS TRANSL X 5 ML
CIFARMA CIENTÍFICA FARMACÊUTICA LTDA	1156002290011	7908020502852	CYPCINO	500 MG COM REV CT BL AL PLAS TRANS X 6
CIFARMA CIENTÍFICA FARMACÊUTICA LTDA	1156002290021	7908020502869	CYPCINO	500 MG COM REV CT BL AL PLAS TRANS X 14
CIFARMA CIENTÍFICA FARMACÊUTICA LTDA	1156002290038	7908020502876	CYPCINO	500 MG COM REV CT BL AL PLAS TRANS X 300
PRATI DONADUZZI & CIA LTDA	1256801500072	7898148291984	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
PRATI DONADUZZI & CIA LTDA	1256801500099	7898148292004	CLORIDRATO DE CIPROFLOXACINO	500 MG COM  REV CT BL AL PLAS TRANS X 300
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410700200043	7898216360932	CIPROFLONAX	500 MG COM REV CT BL AL PLAS PVC TRANS X 14
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410700200051	7898216361625	CIPROFLONAX	500 MG COM REV CT BL AL PLAS PVC TRANS X 500
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706120025	7898216360185	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS PVC TRANS X 14
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706120041	7898216364343	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS PVC TRANS X 10
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700070099	7898361881313	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT 2 BL AL PLAS TRANS X 07
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542300310059	7899095201675	CIPRIX	500 MG COM REV CT BL AL PLAS TRANS X 14
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542301450024	7899095204041	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565100010026	7898910350086	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
BAYER S.A.	1705601030398	7891106001038	CIPRO	500 MG COM REV CT BL AL PLAS PP TRANS X 6
BAYER S.A.	1705601030401	7891106001045	CIPRO	500 MG COM REV CT BL AL PLAS PP TRANS X 14
BAYER S.A.	1705601030428	7891106915427	CIPRO	500 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6
BAYER S.A.	1705601030436	7891106915434	CIPRO	500 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 14
EMS S/A	1023512100025	7896004722528	CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO + DEXAMETASONA	3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML 
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804860010	7896676432824	MAXIFLOX D	(3,5 + 1) MG/G POM OFT CT BG AL X 3,5 G
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029804860029	7896676432800	MAXIFLOX D	(3,5 + 1,0) MG/ML SUS OFT CT FR GOT PLAS OPC X 5 ML
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677305210027	7894916144872	CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO + DEXAMETASONA	3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML 
FARMOQUÍMICA S/A	1039001420039	7898040324223	OTOCIRIAX	2,0 MG + 10 MG/ML SUS OTO CT FR PLAS TRANS + GOT  X 5 ML  
BRASTERAPICA PHARMACEUTICA LTDA.	1003800940016	7898100242979	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
NOVARTIS BIOCIENCIAS S.A	1006810930018	7896548112793	CILOXAN	3MG/ML SOL OFT CT FR GOT PLAS TRANS X 5 ML
EMS S/A	1023507810011	7896004713854	CLORIDRATO DE CIPROFLOXACINO	3,5 MG/ML SOL OFT CT FR GOT PLAS TRANSL X 5 ML
EMS S/A	1023513660016	7896004701271	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 14
EMS S/A	1023513660024	7896004701264	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 6
EMS S/A	1023513660032	7896004778549	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
EMS S/A	1023513660040	7896004778556	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 4
LABORATORIO TEUTO BRASILEIRO S/A	1037005680047	7896112156086	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS PVC TRANS X 14
LABORATÓRIO FARMACÊUTICO ELOFAR LTDA	1038500870031	7898109241386	CIPROFAR	500 MG COM REV CT STR AL/PE X 6
LABORATÓRIO FARMACÊUTICO ELOFAR LTDA	1038500870041	7898109241393	CIPROFAR	500 MG COM REV CT STR AL/PE X 14
LABORATÓRIO FARMACÊUTICO ELOFAR LTDA	1038500870058	7898109249863	CIPROFAR	500 MG COM REV CX STR AL/PE X 300
1FARMA INDUSTRIA FARMACEUTICA LTDA	1048101140053	7898075315654	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
LABORATORIO GLOBO SA	1053501400024	7898060131399	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
LABORATORIO GLOBO SA	1053501790027	7899620910058	CIPROFLOXATRIN	500 MG COM REV CT BL AL PLAS TRANS X 14
GERMED FARMACEUTICA LTDA	1058309900015	7896004720296	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 14
GERMED FARMACEUTICA LTDA	1058309900023	7896004720289	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 6
GERMED FARMACEUTICA LTDA	1058309900031	7896004720302	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
GERMED FARMACEUTICA LTDA	1058309900041	7896004778563	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 4
BIOLAB SANUS FARMACEUTICA LTDA	1097402840036	7896112402138	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902070019	7896472510511	CICLATRY	500 MG COM REV CT  BL AL PLAS PVDC OPC X 14
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902070027	7896472520022	CICLATRY	500 MG COM REV CT  BL AL PLAS PVDC OPC X 6
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902070035	7896472520039	CICLATRY	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902070043	7896472520015	CICLATRY	500 MG COM REV CT  BL AL PLAS PVDC OPC X 4
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902140017	7896472510481	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 14
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902140025	7896004778662	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 6
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902140033	7896004778679	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181902140041	7896004778686	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 4
PRATI DONADUZZI & CIA LTDA	1256801500129	7899547502923	CLORIDRATO DE CIPROFLOXACINO	500 MG COM  REV CT BL AL PLAS TRANS X 140 (EMB FRAC)
BIOLAB SANUS FARMACEUTICA LTDA	1348900090048	7896006241355	QUINOFLOX	500 MG COM REV CT BL AL PLAS TRANS X 6
BIOLAB SANUS FARMACEUTICA LTDA	1348900090056	7896241241400	QUINOFLOX	500 MG COM REV CT BL AL PLAS TRANS X 10
BIOLAB SANUS FARMACEUTICA LTDA	1348900090064	7896241243558	QUINOFLOX	500 MG COM REV CT BL AL PLAS TRANS X 14
BIOLAB SANUS FARMACEUTICA LTDA	1348900090102	7896112401131	QUINOFLOX	500 MG COM REV CT BL AL PLAS TRANS X 28
EMS SIGMA PHARMA LTDA	1356906270057	7894916501927	PROFLOX	500 MG COM REV CT  BL AL PLAS PVDC OPC X 14
EMS SIGMA PHARMA LTDA	1356906270073	7894916502320	PROFLOX	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
CIMED INDUSTRIA S.A	1438101220047	7896523209630	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 10
CIMED INDUSTRIA S.A	1438101220055	7896523209647	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558400960019	7896714205762	CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS TRANS X 6 
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A	1558400960035	7896714221380	CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306580014	7896004706047	CIPROCILIN	500 MG COM REV CT  BL AL PLAS PVDC OPC X 14
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306580022	7896004776996	CIPROCILIN	500 MG COM REV CT  BL AL PLAS PVDC OPC X 6
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306580030	7896004777009	CIPROCILIN	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306580049	7896004776989	CIPROCILIN	500 MG COM REV CT  BL AL PLAS PVDC OPC X 4
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306630021	7894916342476	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 6
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306630038	7894916342483	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 10
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677306630046	7894916342490	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT  BL AL PLAS PVDC OPC X 4
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832600120052	7896422507097	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 7
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832600120060	7896422507103	CLORIDRATO DE CIPROFLOXACINO	500 MG COM REV CT BL AL PLAS TRANS X 14
GALLIA INDUSTRIA FARMACEUTICA LTDA	1887100090011	7898582272198	CIFLOXATIL	500 MG COM REV CT BL AL PLAS TRANS X 14
EMS S/A	1023508050108	7896004720494	CLORIDRATO DE CLINDAMICINA	300 MG CAP GEL DURA CT BL AL PLAS OPC X 16
LABORATORIO TEUTO BRASILEIRO S/A	1037004710015	7896112123033	CLORIDRATO DE CLINDAMICINA	300 MG CAP DURA CT BL AL PLAS PVC TRANS X 16
LABORATORIO TEUTO BRASILEIRO S/A	1037006270012	7896112196846	CLINDAMIN-C	300 MG CAP DURA CT BL AL PLAS PVC TRANS X 16
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713320018	7896006298991	CLORIDRATO DE CLINDAMICINA	300 MG CAP GEL DURA CT BL AL PLAS TRANS  X 16 
PFIZER BRASIL LTDA	1211003850149	7891268101416	DALACIN C	300 MG CAP DURA CT BL AL PLAS TRANS X 16
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706200010	7897595637635	CLORIDRATO DE CLOMIPRAMINA	75 MG COM REV LIB PROL CT BL AL PLAS PVC TRANS X 20
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706200029	7897595637604	CLORIDRATO DE CLOMIPRAMINA	25 MG COM REV CT BL AL PLAS PVC TRANS X 20
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706570012	7897595635082	ANAFRANIL	25 MG COM REV CT BL AL PLAS PVC TRANS X 20
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706570020	7897595635068	ANAFRANIL	25 MG COM REV CT BL AL PLAS PVC TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706570039	7897595635075	ANAFRANIL	25 MG COM REV CT BL AL PLAS PVC TRANS X 60
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004706570047	7897595635105	ANAFRANIL	75 MG COM REV LIB PROL CT BL AL PLAS PVC TRANS X 20
EMS S/A	1023506730063	7896004701301	CLORIDRATO DE CLOMIPRAMINA	25 MG COM REV CT BL AL PLAS PVDC OPC X 20
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP	1103901870028	7895005805391	CLORIDRATO DE CLOMIPRAMINA	25 MG COM REV CT BL AL PLAS PVDC OPC X 20
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP	1103901870036	7895005805407	CLORIDRATO DE CLOMIPRAMINA	25 MG COM REV CT BL AL PLAS PVDC OPC X 500
EMS SIGMA PHARMA LTDA	1356906140064	7894916503051	CLO	75 MG COM REV LIB PROL CT BL AL PLAS PVDC/PVC TRANS X 20
EMS SIGMA PHARMA LTDA	1356906140072	7894916503044	CLO	10 MG COM REV CT BL AL PLAS  PVDC/PVC OPC X 20
EMS SIGMA PHARMA LTDA	1356906140080	7894916342582	CLO	10 MG COM REV CT BL AL PLAS PVDC/PVC OPC X 30
EMS SIGMA PHARMA LTDA	1356906140099	7894916503037	CLO	25 MG COM REV CT BL AL PLAS PVDC/PVC OPC X 20
EMS SIGMA PHARMA LTDA	1356906140102	7894916516624	CLO	25 MG COM REV CT BL AL PLAS PVDC/PVC OPC X 30
